school_id,year,province,district,area_type,school_type,school_ownership,medium_of_instruction,shift,grade_level,gender_served,total_enrollment,female_enrollment_ratio,total_teachers,qualified_teachers_pct,student_teacher_ratio,teacher_training_received,pass_rate_pct,dropout_rate_pct,matric_avg_score,scholarship_available,monthly_fee_pkr,annual_budget_pkr,infrastructure_score,has_electricity,has_clean_water,has_toilets,has_library,has_computer_lab,has_playground,has_boundary_wall,has_internet,building_condition,distance_from_city_km
PKS005966,2023,AJK,Kotli,Semi-Urban,Private Secondary,Private,Sindhi,Morning,Grade 6,Female,266,0.513,5,54.0,53.2,Partial,92.0,16.2,,Yes,1294,2340594,5.0,Yes,Yes,Yes - Separate,No,Yes,No,Yes,No,Very Poor,8.3
PKS005967,2022,KPK,Mardan,Urban,Private Secondary,Government,English,Evening,Grade 11,Male,192,0.573,5,69.3,38.4,Yes,93.5,19.1,,No,0,306722,3.5,No,Yes,No,Yes,No,Yes,Partial,No,Good,97.1
PKS005968,2023,Islamabad (ICT),Islamabad,Rural,Private Higher Secondary,Government,Bilingual (Urdu/English),Morning,Grade 11,Male,169,0.513,4,72.2,42.2,Yes,68.8,7.4,,Yes,0,456076,6.5,Yes,Yes,Yes - Combined,Yes,No,Yes,Partial,Yes,Poor,1.4
PKS005969,2025,Punjab,Sialkot,Remote,Private Primary,Government,English,Evening,Grade 1,Male,398,0.212,12,71.2,33.2,Yes,59.4,14.9,,No,0,1299879,4.0,Yes,No,No,Yes,No,Yes,Yes,No,Fair,10.5
PKS005970,2024,Punjab,Lahore,Urban,Private Primary,Private,Urdu,Morning,Grade 5,Male,26,0.299,1,89.6,26.0,Yes,55.4,8.6,,Yes,120,362331,3.0,No,Yes,No,No,Yes,No,Yes,No,Fair,6.8
PKS005971,2023,KPK,Peshawar,Semi-Urban,Government Higher Secondary,Government,Urdu,Morning,Grade 11,Female,382,0.584,14,87.4,27.3,Yes,77.0,20.6,,No,0,5189711,5.0,Yes,Yes,Yes - Separate,No,Yes,No,Yes,No,Poor,8.8
PKS005972,2023,KPK,Swat,Remote,Government Primary,Government,Sindhi,Evening,Grade 3,Male,53,0.45,1,80.7,53.0,No,39.8,18.4,,No,0,1109132,4.0,No,Yes,Yes - Separate,No,No,No,Yes,Yes,Fair,6.0
PKS005973,2023,Punjab,Sargodha,Urban,Private Higher Secondary,NGO/Trust,Urdu,Full Day,Grade 10,Female,112,0.646,2,53.5,56.0,Yes,55.6,21.1,77.7,No,483,9138693,4.0,Yes,No,Yes - Separate,No,Yes,No,Yes,No,Fair,3.7
PKS005974,2025,Balochistan,Gwadar,Rural,Government Primary,Government,Urdu,Morning,Grade 2,Female,164,0.565,4,74.2,41.0,Yes,56.6,35.6,,Yes,0,1069118,5.0,Yes,No,Yes - Separate,Yes,Yes,Yes,No,No,Poor,20.3
PKS005975,2022,Punjab,Rawalpindi,Remote,Government Secondary,NGO/Trust,Urdu,Evening,Grade 11,Female,351,0.371,8,88.3,43.9,Partial,41.0,39.8,,No,54,8255823,3.0,Yes,No,No,No,No,Yes,Yes,No,Poor,21.4
PKS005976,2023,Sindh,Karachi,Semi-Urban,Private Secondary,Government,Urdu,Morning,Grade 5,Female,319,0.239,12,63.5,26.6,Yes,73.2,14.2,,No,0,287890,3.5,Partial,Yes,Yes - Combined,No,No,No,Yes,No,Fair,11.9
PKS005977,2024,Sindh,Larkana,Rural,Madrasah,NGO/Trust,Bilingual (Urdu/English),Morning,Grade 11,Female,24,0.492,1,56.8,24.0,Yes,52.6,35.3,,No,187,1181464,4.5,Yes,Yes,Yes - Combined,No,No,Yes,Partial,No,Good,26.5
PKS005978,2022,KPK,Bannu,Urban,Private Primary,Government,English,Morning,Grade 6,Female,113,0.283,2,66.0,56.5,No,52.0,11.9,,No,0,7338908,4.5,Yes,Yes,Yes - Separate,No,No,Yes,Partial,No,Good,5.1
PKS005979,2023,KPK,Abbottabad,Rural,Government Secondary,Government,Urdu,Morning,Grade 11,Female,416,0.418,16,76.3,26.0,Yes,49.3,27.9,,Yes,0,797212,6.0,Yes,No,Yes - Combined,No,Yes,Yes,Yes,Yes,Fair,6.2
PKS005980,2025,Punjab,Sialkot,Rural,Government Secondary,Private,Urdu,Full Day,Grade 2,Male,54,0.349,1,46.9,54.0,Partial,73.3,1.5,,No,562,2121832,3.0,No,Yes,Yes - Separate,No,No,No,Yes,No,Fair,11.7
PKS005981,2022,Punjab,Faisalabad,Semi-Urban,Private Secondary,Government,English,Evening,Grade 8,Male,61,0.435,1,99.8,61.0,Yes,63.2,18.8,,Yes,0,2312130,4.0,Partial,Yes,Yes - Separate,Yes,No,No,Partial,No,Excellent,3.2
PKS005982,2025,Sindh,Nawabshah,Rural,Madrasah,Government,Pashto,Morning,Grade 10,Male,86,0.56,2,66.0,43.0,Yes,63.6,30.4,46.0,No,0,680881,5.5,Partial,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Excellent,8.3
PKS005983,2022,Sindh,Larkana,Rural,Government Primary,Private,Sindhi,Evening,Grade 2,Female,192,0.371,6,47.6,32.0,Yes,51.0,18.6,,No,350,21013298,6.0,Yes,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Poor,42.8
PKS005984,2022,Punjab,Gujranwala,Rural,Government Secondary,Government,Urdu,Morning,Grade 6,Male,69,0.373,1,84.5,69.0,Yes,78.3,10.0,,Yes,0,1836339,3.0,No,Yes,Yes - Separate,No,No,No,Yes,No,Very Poor,81.0
PKS005985,2025,KPK,Charsadda,Semi-Urban,Private Secondary,Community Based,Pashto,Morning,Grade 5,Male,117,0.715,3,84.5,39.0,Yes,90.2,13.1,,Yes,1103,1513500,7.0,Yes,Yes,Yes - Separate,No,Yes,Yes,Yes,Yes,Fair,71.4
PKS005986,2023,Punjab,Rawalpindi,Semi-Urban,Madrasah,Government,Urdu,Morning,Grade 1,Male,447,0.785,13,88.0,34.4,No,65.4,4.7,,No,0,308130,7.0,Yes,Yes,Yes - Separate,Yes,No,Yes,Yes,Yes,Fair,8.5
PKS005987,2024,Balochistan,Dera Murad Jamali,Rural,Private Secondary,Government,Urdu,Full Day,Grade 2,Female,306,0.53,7,65.4,43.7,Yes,53.9,21.7,,Yes,0,3101791,4.0,No,Yes,Yes - Combined,Yes,No,No,Yes,No,Fair,10.0
PKS005988,2023,Sindh,Khairpur,Urban,Government Primary,Government,Urdu,Morning,Grade 12,Male,91,0.295,2,61.1,45.5,No,74.5,21.2,,No,0,759400,3.0,Yes,Yes,Yes - Separate,No,No,No,No,No,Good,12.0
PKS005989,2023,Islamabad (ICT),Islamabad,Urban,Government Secondary,Private,Urdu,Morning,Grade 4,Male,87,0.67,2,93.6,43.5,Partial,69.5,14.9,,Yes,2004,1418573,4.0,Yes,Yes,Yes - Separate,No,No,No,No,Yes,Fair,8.1
PKS005990,2024,Punjab,Bahawalpur,Rural,Private Higher Secondary,Government,Sindhi,Morning,Grade 1,Female,99,0.341,3,70.6,33.0,Partial,77.8,38.8,,No,0,5043828,6.0,Partial,Yes,Yes - Separate,Yes,Yes,No,Partial,Yes,Poor,34.9
PKS005991,2024,Punjab,Gujrat,Urban,Private Secondary,Private,Urdu,Morning,Grade 7,Male,55,0.456,1,88.1,55.0,Yes,98.9,9.6,,No,518,516320,3.0,No,No,Yes - Separate,No,No,Yes,Yes,No,Poor,1.3
PKS005992,2022,Balochistan,Khuzdar,Rural,Private Secondary,Government,Bilingual (Urdu/English),Morning,Grade 11,Male,275,0.226,10,90.7,27.5,Yes,44.1,16.0,,No,0,476818,5.0,No,Yes,Yes - Combined,No,No,Yes,Yes,Yes,Good,32.4
PKS005993,2025,Punjab,Sargodha,Rural,Madrasah,NGO/Trust,Urdu,Morning,Grade 12,Female,206,0.364,6,71.6,34.3,No,68.8,26.1,,No,277,4794549,5.0,Yes,Yes,Yes - Combined,No,Yes,No,Yes,No,Fair,92.6
PKS005994,2023,Balochistan,Pishin,Urban,Government Primary,Government,Urdu,Morning,Grade 4,Male,215,0.286,8,86.7,26.9,No,85.7,13.0,,No,0,779642,2.5,Yes,No,No,No,Yes,No,Partial,No,Fair,30.0
PKS005995,2022,Punjab,Sheikhupura,Urban,Private Secondary,Government,Pashto,Morning,Grade 7,Male,20,0.462,1,70.2,20.0,Yes,52.6,17.3,,No,0,2270629,4.0,No,Yes,Yes - Combined,No,No,No,Yes,Yes,Good,91.4
PKS005996,2024,Gilgit-Baltistan,Astore,Rural,Private Higher Secondary,Private,Urdu,Morning,Grade 5,Female,42,0.554,1,41.1,42.0,Yes,93.3,28.0,,No,1409,6595998,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Poor,9.5
PKS005997,2022,Sindh,Khairpur,Rural,Government Higher Secondary,Private,Urdu,Morning,Grade 1,Female,30,0.79,1,85.7,30.0,No,57.9,27.0,,No,582,5828184,4.0,Yes,Yes,No,No,Yes,Yes,No,No,Very Poor,7.1
PKS005998,2024,Islamabad (ICT),Islamabad,Rural,Government Primary,Government,English,Morning,Grade 12,Female,989,0.649,25,84.1,39.6,Yes,45.1,18.0,,Yes,0,674502,5.5,Partial,Yes,Yes - Separate,No,No,Yes,Yes,Yes,Fair,6.4
PKS005999,2022,Sindh,Hyderabad,Urban,Government Primary,Private,English,Evening,Grade 8,Male,154,0.675,5,67.8,30.8,Yes,80.0,0.5,,Yes,623,9634664,3.5,No,No,Yes - Separate,No,No,Yes,Partial,Yes,Fair,18.3
PKS006000,2023,Punjab,Faisalabad,Remote,Government Higher Secondary,Private,Bilingual (Urdu/English),Evening,Grade 10,Male,324,0.374,7,58.5,46.3,No,64.7,15.7,53.7,No,717,7500593,4.0,Yes,No,Yes - Combined,No,No,No,Yes,Yes,Good,1.8
PKS006001,2024,KPK,Kohat,Urban,Government Primary,Government,Pashto,Evening,Grade 4,Female,50,0.474,1,89.0,50.0,Yes,74.7,19.9,,No,0,752852,2.5,No,Yes,No,No,No,Yes,Partial,No,Excellent,20.9
PKS006002,2022,KPK,Nowshera,Semi-Urban,Government Secondary,Private,Urdu,Morning,Grade 12,Male,103,0.295,2,73.7,51.5,Yes,70.3,4.0,,No,615,198852,6.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,15.7
PKS006003,2022,Balochistan,Turbat,Urban,Private Secondary,Government,Urdu,Morning,Grade 3,Female,171,0.559,6,71.1,28.5,Yes,86.6,8.0,,No,0,1800553,4.5,No,Yes,Yes - Combined,Yes,Yes,No,Partial,No,Excellent,33.1
PKS006004,2025,Gilgit-Baltistan,Skardu,Rural,Government Primary,Private,Urdu,Full Day,Grade 8,Male,633,0.422,17,66.4,37.2,Yes,52.5,6.6,,No,1529,3082006,3.0,No,Yes,Yes - Combined,No,No,No,Yes,No,Fair,21.9
PKS006005,2024,Sindh,Hyderabad,Urban,Government Secondary,Government,Urdu,Full Day,Grade 5,Male,315,0.755,7,99.6,45.0,Yes,71.8,13.2,,No,0,1915860,3.0,Yes,Yes,No,No,No,No,No,Yes,Good,12.5
PKS006006,2024,KPK,Charsadda,Remote,Madrasah,Government,Urdu,Morning,Grade 3,Female,27,0.435,1,80.8,27.0,Yes,59.5,27.0,,No,0,14797977,5.0,Yes,No,Yes - Separate,No,No,Yes,Yes,Yes,Fair,12.7
PKS006007,2023,Islamabad (ICT),Islamabad,Remote,Private Secondary,Private,Urdu,Morning,Grade 9,Male,51,0.398,1,60.6,51.0,No,52.1,20.7,43.3,Yes,687,2659121,4.0,No,Yes,Yes - Combined,No,No,Yes,Yes,No,Very Poor,11.1
PKS006008,2022,Sindh,Khairpur,Rural,Private Secondary,Government,Bilingual (Urdu/English),Morning,Grade 3,Female,291,0.484,11,89.6,26.5,No,84.3,24.8,,No,0,509248,6.0,Yes,No,Yes - Separate,No,Yes,Yes,Yes,Yes,Fair,2.4
PKS006009,2023,Balochistan,Chaman,Urban,Private Primary,Government,English,Evening,Grade 7,Female,424,0.284,12,76.1,35.3,Yes,50.2,10.7,,Yes,0,1470261,6.0,Yes,Yes,Yes - Separate,Yes,Yes,No,Yes,No,Good,13.2
PKS006010,2025,Islamabad (ICT),Islamabad,Rural,Private Secondary,NGO/Trust,Urdu,Evening,Grade 3,Female,404,0.543,10,94.8,40.4,Partial,66.8,32.5,,Yes,454,7470972,5.0,Yes,Yes,No,Yes,Yes,No,Yes,No,Good,18.6
PKS006011,2025,Sindh,Larkana,Urban,Private Primary,Private,Urdu,Morning,Grade 2,Male,83,0.413,1,79.1,83.0,Yes,75.4,15.5,,No,2171,1813551,5.5,Yes,Yes,Yes - Separate,Yes,No,Yes,Partial,No,Good,3.0
PKS006012,2023,Sindh,Mirpurkhas,Semi-Urban,Government Higher Secondary,Government,Urdu,Morning,Grade 12,Male,87,0.567,2,81.4,43.5,Yes,93.4,19.4,,Yes,0,2583582,3.5,No,Yes,No,No,No,Yes,Partial,Yes,Fair,7.1
PKS006013,2022,AJK,Rawalakot,Urban,Private Primary,Government,Urdu,Morning,Grade 1,Male,196,0.635,6,93.8,32.7,Yes,62.3,5.5,,No,0,8136372,5.0,No,Yes,Yes - Separate,No,Yes,No,Yes,Yes,Good,24.8
PKS006014,2022,Islamabad (ICT),Islamabad,Urban,Private Primary,Private,English,Morning,Grade 6,Male,157,0.582,3,48.6,52.3,No,99.0,7.6,,No,1008,1250167,2.5,Partial,No,Yes - Separate,No,No,No,Yes,No,Good,8.3
PKS006015,2025,Sindh,Karachi,Rural,Government Higher Secondary,Private,English,Evening,Grade 9,Female,56,0.193,1,68.8,56.0,Partial,68.2,8.6,68.8,No,462,4363731,3.0,No,Yes,Yes - Combined,No,No,No,No,Yes,Poor,21.0
PKS006016,2023,Punjab,Sheikhupura,Urban,Government Primary,Government,Sindhi,Morning,Grade 10,Female,94,0.518,3,85.9,31.3,No,74.3,2.3,76.8,No,0,1812353,3.0,Yes,No,No,No,No,Yes,Yes,No,Poor,42.5
PKS006017,2023,AJK,Muzaffarabad,Urban,Private Primary,Government,Urdu,Morning,Grade 4,Female,38,0.51,1,94.5,38.0,Yes,59.1,7.4,,No,0,2407821,2.0,No,No,Yes - Combined,No,No,No,Yes,No,Good,5.0
PKS006018,2023,Punjab,Sialkot,Rural,Government Higher Secondary,Government,Urdu,Morning,Grade 10,Male,133,0.454,4,85.4,33.2,No,40.3,16.1,46.1,No,0,1004989,4.5,Yes,No,Yes - Combined,No,No,Yes,Partial,Yes,Good,9.4
PKS006019,2024,Punjab,Gujranwala,Semi-Urban,Government Higher Secondary,Government,Sindhi,Evening,Grade 6,Male,55,0.416,1,90.4,55.0,No,61.1,3.7,,No,0,2291592,2.5,Partial,No,Yes - Separate,No,No,Yes,No,No,Fair,21.6
PKS006020,2025,KPK,Swat,Remote,Private Primary,Government,English,Morning,Grade 5,Female,224,0.537,5,98.8,44.8,Yes,74.6,42.3,,No,0,2931302,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Good,32.7
PKS006021,2024,KPK,Mansehra,Rural,Government Higher Secondary,Government,Sindhi,Morning,Grade 2,Male,78,0.502,2,86.6,39.0,Yes,88.4,8.1,,No,0,1262272,4.0,No,No,Yes - Combined,Yes,No,Yes,Yes,No,Fair,8.5
PKS006022,2022,Punjab,Bahawalpur,Rural,Private Primary,Government,Urdu,Morning,Grade 8,Female,40,0.318,1,96.5,40.0,No,40.1,11.9,,No,0,2121360,6.0,Yes,No,Yes - Separate,Yes,No,Yes,Yes,Yes,Very Poor,96.7
PKS006023,2022,KPK,Swat,Urban,Private Secondary,Government,Urdu,Morning,Grade 8,Male,122,0.301,3,65.4,40.7,No,67.8,3.8,,No,0,806243,2.0,No,Yes,No,No,No,No,Yes,No,Good,31.1
PKS006024,2025,Sindh,Dadu,Urban,Private Higher Secondary,Government,Bilingual (Urdu/English),Full Day,Grade 1,Female,185,0.271,5,91.6,37.0,Yes,73.6,12.0,,No,0,6414895,7.5,Yes,Yes,Yes - Combined,Yes,Yes,Yes,Partial,Yes,Fair,7.7
PKS006025,2024,KPK,Mansehra,Semi-Urban,Government Primary,Government,Urdu,Full Day,Grade 8,Female,25,0.218,1,79.2,25.0,No,87.6,5.8,,Yes,0,1066577,4.5,Partial,Yes,Yes - Separate,No,No,No,Yes,Yes,Good,4.8
PKS006026,2024,Sindh,Mirpurkhas,Urban,Private Primary,Private,Urdu,Evening,Grade 12,Male,143,0.363,3,92.8,47.7,Yes,69.7,8.0,,Yes,643,6512501,4.5,Yes,No,Yes - Separate,Yes,No,Yes,Partial,No,Good,32.0
PKS006027,2025,Punjab,Gujranwala,Rural,Government Secondary,Government,Sindhi,Morning,Grade 1,Male,192,0.678,6,89.6,32.0,Partial,40.5,16.8,,Yes,0,3124790,3.0,No,No,No,Yes,No,No,Yes,Yes,Good,2.5
PKS006028,2024,Punjab,Faisalabad,Rural,Government Primary,Government,Urdu,Evening,Grade 5,Male,306,0.554,9,96.3,34.0,No,80.5,23.9,,No,0,1579699,3.0,No,Yes,Yes - Separate,Yes,No,No,No,No,Poor,65.6
PKS006029,2022,KPK,Mardan,Rural,Private Secondary,Government,Urdu,Morning,Grade 10,Female,655,0.313,23,61.4,28.5,No,63.4,34.5,64.7,No,0,1285330,4.0,No,Yes,Yes - Separate,Yes,No,No,Yes,No,Fair,9.6
PKS006030,2024,Punjab,Sheikhupura,Urban,Private Primary,Private,Sindhi,Morning,Grade 8,Male,40,0.602,1,56.7,40.0,No,70.9,0.5,,No,730,3469193,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Fair,42.3
PKS006031,2023,Punjab,Faisalabad,Rural,Government Primary,Government,English,Full Day,Grade 8,Male,115,0.328,4,81.5,28.8,Yes,89.8,25.5,,No,0,2829295,4.5,Partial,Yes,Yes - Separate,No,No,No,Yes,Yes,Fair,79.0
PKS006032,2022,KPK,Mardan,Urban,Private Primary,Government,Sindhi,Morning,Grade 5,Female,217,0.387,8,93.9,27.1,Partial,86.7,6.1,,No,0,490625,6.0,Yes,Yes,Yes - Separate,Yes,No,Yes,Yes,No,Fair,6.2
PKS006033,2024,Punjab,Sheikhupura,Urban,Private Primary,NGO/Trust,Urdu,Evening,Grade 9,Male,20,0.827,1,98.0,20.0,Partial,84.6,24.2,51.4,No,28,18330905,5.0,Yes,Yes,Yes - Combined,No,No,No,Yes,Yes,Good,15.2
PKS006034,2025,Punjab,Rawalpindi,Urban,Government Primary,Private,Urdu,Evening,Grade 5,Female,218,0.685,6,85.5,36.3,Partial,79.5,17.7,,No,926,2679228,6.0,Yes,Yes,Yes - Separate,No,Yes,Yes,No,Yes,Poor,4.8
PKS006035,2025,Islamabad (ICT),Islamabad,Urban,Private Primary,Private,Bilingual (Urdu/English),Morning,Grade 10,Female,52,0.38,1,77.2,52.0,No,91.6,16.4,73.0,No,1083,4952198,3.0,No,No,Yes - Separate,No,Yes,No,Yes,No,Poor,8.6
PKS006036,2024,Punjab,Rawalpindi,Rural,Technical/Vocational,Government,English,Full Day,Grade 6,Male,28,0.739,1,65.0,28.0,Yes,91.8,9.2,,Yes,0,3257569,5.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Good,16.2
PKS006037,2024,Punjab,Sheikhupura,Urban,Technical/Vocational,Private,English,Evening,Grade 3,Male,65,0.445,1,75.7,65.0,Yes,96.3,2.2,,Yes,873,854691,3.0,No,Yes,No,No,Yes,Yes,No,No,Excellent,10.1
PKS006038,2022,Punjab,Multan,Urban,Technical/Vocational,Government,Bilingual (Urdu/English),Full Day,Grade 12,Female,136,0.598,3,68.9,45.3,Partial,71.0,12.2,,No,0,979490,5.0,No,Yes,Yes - Separate,No,No,Yes,Yes,Yes,Good,8.8
PKS006039,2025,Balochistan,Dera Murad Jamali,Rural,Special Education,Government,English,Evening,Grade 9,Male,262,0.537,7,87.0,37.4,Yes,89.2,16.1,81.7,No,0,197808,4.5,No,Yes,No,No,Yes,Yes,Partial,Yes,Fair,6.0
PKS006040,2023,KPK,Bannu,Urban,Government Secondary,Private,English,Full Day,Grade 3,Male,349,0.796,13,92.4,26.8,No,99.0,10.0,,No,1848,1162548,6.5,Yes,Yes,Yes - Combined,No,Yes,Yes,Partial,Yes,Excellent,55.7
PKS006041,2025,KPK,Swat,Urban,Madrasah,Private,Urdu,Morning,Grade 5,Male,142,0.74,3,68.4,47.3,No,69.3,17.9,,Yes,266,2136268,6.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,Yes,Good,4.3
PKS006042,2022,Punjab,Gujrat,Semi-Urban,Private Primary,Government,Urdu,Full Day,Grade 5,Female,385,0.361,14,83.4,27.5,Yes,76.7,21.4,,Yes,0,1273193,6.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fair,6.6
PKS006043,2024,Sindh,Thatta,Rural,Government Higher Secondary,Private,English,Morning,Grade 11,Female,31,0.263,1,78.7,31.0,No,83.3,28.0,,No,468,3190810,3.0,Yes,Yes,No,Yes,No,No,No,No,Poor,2.2
PKS006044,2024,Sindh,Nawabshah,Rural,Private Secondary,Private,English,Morning,Grade 1,Female,184,0.505,5,79.9,36.8,Yes,71.9,14.3,,No,124,738770,4.0,Yes,Yes,No,No,No,Yes,Yes,No,Fair,65.3
PKS006045,2022,Punjab,Sialkot,Urban,Private Higher Secondary,Government,English,Evening,Grade 4,Female,291,0.61,11,67.9,26.5,Yes,81.2,7.9,,Yes,0,2401606,5.0,Partial,Yes,Yes - Separate,Yes,Yes,No,Partial,No,Very Poor,52.8
PKS006046,2025,Punjab,Gujranwala,Urban,Government Higher Secondary,Private,English,Evening,Grade 10,Female,133,0.382,3,53.9,44.3,Yes,87.0,0.5,87.0,Yes,849,5094759,4.0,Yes,Yes,No,No,No,No,Yes,Yes,Poor,42.1
PKS006047,2022,KPK,Bannu,Rural,Private Secondary,Government,Bilingual (Urdu/English),Evening,Grade 9,Male,267,0.68,6,85.7,44.5,No,83.9,10.9,69.0,No,0,4106955,6.0,Yes,Yes,Yes - Combined,No,Yes,Yes,Yes,No,Fair,55.0
PKS006048,2023,Balochistan,Quetta,Urban,Government Secondary,Community Based,English,Full Day,Grade 7,Female,387,0.56,14,74.0,27.6,Yes,85.5,6.7,,No,511,6518075,4.0,Yes,Yes,No,No,Yes,No,Yes,No,Fair,7.4
PKS006049,2025,Balochistan,Quetta,Rural,Private Secondary,Government,English,Evening,Grade 11,Male,53,0.618,1,95.0,53.0,Partial,51.6,26.3,,No,0,789329,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Excellent,18.9
PKS006050,2025,Sindh,Thatta,Semi-Urban,Government Primary,NGO/Trust,Bilingual (Urdu/English),Evening,Grade 1,Female,43,0.33,1,93.4,43.0,Yes,79.8,8.5,,Yes,30,2786666,2.5,Partial,Yes,Yes - Separate,No,No,No,No,No,Very Poor,2.0
PKS006051,2023,Sindh,Sukkur,Remote,Government Secondary,Private,Pashto,Morning,Grade 3,Male,201,0.435,5,56.6,40.2,Yes,42.3,11.6,,No,1600,4695019,1.5,No,No,Yes - Combined,No,No,No,Partial,No,Fair,9.7
PKS006052,2022,KPK,Charsadda,Rural,Government Secondary,Government,Urdu,Full Day,Grade 9,Male,245,0.273,8,89.1,30.6,No,68.0,25.0,45.4,Yes,0,5772638,4.0,No,Yes,Yes - Separate,No,No,No,Yes,Yes,Fair,5.9
PKS006053,2025,Punjab,Multan,Urban,Government Secondary,Private,Sindhi,Evening,Grade 5,Male,84,0.37,1,51.2,84.0,Partial,74.3,8.6,,No,109,2085404,7.0,Yes,No,Yes - Combined,Yes,Yes,Yes,Yes,Yes,Fair,7.3
PKS006054,2025,Balochistan,Chaman,Rural,Private Higher Secondary,Private,Urdu,Morning,Grade 8,Female,102,0.39,2,93.8,51.0,No,80.0,27.6,,No,3479,405704,5.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Good,23.2
PKS006055,2025,Punjab,Faisalabad,Urban,Government Primary,Private,Sindhi,Morning,Grade 8,Male,93,0.425,2,92.1,46.5,Partial,90.9,5.1,,No,2284,17975583,4.5,Partial,Yes,Yes - Separate,Yes,No,No,Yes,No,Good,2.0
PKS006056,2022,Punjab,Gujrat,Rural,Government Higher Secondary,Community Based,English,Evening,Grade 4,Male,180,0.604,6,65.3,30.0,No,84.4,25.7,,No,1998,772875,4.0,Yes,Yes,Yes - Separate,No,No,No,No,Yes,Poor,3.7
PKS006057,2024,Sindh,Mirpurkhas,Rural,Private Secondary,NGO/Trust,Urdu,Morning,Grade 10,Female,31,0.376,1,97.3,31.0,Yes,62.2,24.0,63.8,No,227,1430006,5.0,Yes,Yes,Yes - Separate,Yes,No,Yes,No,No,Good,11.0
PKS006058,2023,Punjab,Gujrat,Semi-Urban,Private Primary,Government,Urdu,Evening,Grade 2,Male,264,0.721,9,69.7,29.3,No,86.9,4.6,,No,0,844966,7.0,Yes,Yes,Yes - Combined,No,Yes,Yes,Yes,Yes,Poor,1.9
PKS006059,2025,Islamabad (ICT),Islamabad,Rural,Madrasah,Government,Bilingual (Urdu/English),Morning,Grade 4,Female,372,0.567,12,77.9,31.0,No,50.0,21.3,,No,0,3584594,6.0,Yes,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Excellent,0.5
PKS006060,2022,Punjab,Multan,Semi-Urban,Private Primary,NGO/Trust,English,Morning,Grade 10,Male,196,0.3,6,84.4,32.7,No,86.4,20.8,80.6,No,187,1024721,3.0,No,Yes,Yes - Separate,No,No,No,No,Yes,Excellent,53.3
PKS006061,2025,Punjab,Faisalabad,Rural,Private Secondary,Private,English,Morning,Grade 6,Female,74,0.238,2,74.9,37.0,Yes,91.0,30.0,,No,791,8890028,4.0,Yes,Yes,Yes - Separate,No,No,No,Yes,No,Poor,23.7
PKS006062,2024,Sindh,Karachi,Rural,Government Higher Secondary,Government,Bilingual (Urdu/English),Morning,Grade 1,Female,154,0.668,5,74.1,30.8,Yes,46.6,37.7,,Yes,0,662656,5.5,Yes,No,Yes - Separate,Yes,Yes,Yes,Partial,No,Fair,10.8
PKS006063,2023,Punjab,Lahore,Urban,Government Secondary,Private,Bilingual (Urdu/English),Morning,Grade 4,Male,61,0.809,1,73.5,61.0,No,70.1,13.4,,No,1463,1038110,3.0,Yes,No,Yes - Separate,No,No,No,Yes,No,Poor,34.9
PKS006064,2025,Punjab,Bahawalpur,Rural,Government Secondary,Private,English,Morning,Grade 9,Female,56,0.362,1,52.0,56.0,Partial,60.4,25.4,76.3,No,1284,188733,6.0,Yes,Yes,Yes - Separate,Yes,No,Yes,Yes,No,Excellent,3.0
PKS006065,2024,Sindh,Nawabshah,Urban,Private Higher Secondary,Government,Urdu,Morning,Grade 2,Female,757,0.681,25,71.7,30.3,Yes,80.9,20.5,,Yes,0,273301,3.0,Yes,No,No,No,No,Yes,Yes,No,Poor,24.1
PKS006066,2025,Balochistan,Chaman,Urban,Government Secondary,Government,Bilingual (Urdu/English),Morning,Grade 10,Female,66,0.384,1,71.0,66.0,Yes,71.2,12.9,72.1,No,0,2912329,3.0,Yes,Yes,Yes - Separate,No,No,No,No,No,Poor,19.9
PKS006067,2023,KPK,Dera Ismail Khan,Rural,Private Primary,Private,Sindhi,Morning,Grade 4,Female,112,0.821,4,69.6,28.0,Yes,67.3,8.7,,No,648,821933,3.0,No,Yes,No,No,No,Yes,Yes,No,Poor,115.4
PKS006068,2023,Punjab,Gujranwala,Rural,Special Education,Government,English,Evening,Grade 9,Male,53,0.729,2,72.5,26.5,Partial,90.4,28.6,66.0,No,0,1083297,5.0,Yes,No,Yes - Combined,Yes,No,No,Yes,Yes,Fair,9.8
PKS006069,2025,Punjab,Faisalabad,Semi-Urban,Government Primary,Government,English,Evening,Grade 1,Female,347,0.294,9,90.5,38.6,No,60.5,19.2,,No,0,3713987,5.5,Partial,Yes,Yes - Separate,Yes,Yes,No,No,Yes,Good,1.0
